measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,High-income,Female,Age-standardized,Ischemic heart disease,Rate,1991,105.45575198175035,112.00236499003356,91.91093453917551
Deaths,High-income,Both,Age-standardized,Ischemic heart disease,Rate,1991,141.0439444634606,147.14819118739422,128.12457353513844
Deaths,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1992,15870.001064536815,19038.247603822816,14141.765632317843
Deaths,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1992,19050.512434666303,20975.0019657611,17302.426459703238
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1992,34920.513499203094,38996.24941222112,32087.45561856504
Deaths,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1992,8.704343332120187,10.442056236271897,7.756444557596187
Deaths,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1992,10.98146638506412,12.090818018864178,9.973800715277365
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1992,9.814604089150233,10.960112283327152,9.018357451461348
Deaths,North Africa and Middle East,Male,Age-standardized,Diabetes mellitus type 2,Rate,1992,20.499660064295945,24.4325856682608,18.188176338077465
Deaths,North Africa and Middle East,Female,Age-standardized,Diabetes mellitus type 2,Rate,1992,24.884962724701083,27.310127453677065,22.3398868703343
Deaths,North Africa and Middle East,Both,Age-standardized,Diabetes mellitus type 2,Rate,1992,22.72249238997552,25.32775351278823,20.72691140802152
Deaths,South Asia,Male,All ages,Ischemic heart disease,Number,1991,444528.9641441158,489252.7483204897,398943.92334827303
Deaths,South Asia,Female,All ages,Ischemic heart disease,Number,1991,281033.41672745976,319497.7193296209,234366.64236816505
Deaths,South Asia,Both,All ages,Ischemic heart disease,Number,1991,725562.3808715751,787263.2759102641,662385.5071412649
Deaths,South Asia,Male,All ages,Ischemic heart disease,Rate,1991,76.7313819346515,84.4512788187783,68.86282114796113
Deaths,South Asia,Female,All ages,Ischemic heart disease,Rate,1991,52.518087804119716,59.706099980420966,43.7972396506303
Deaths,South Asia,Both,All ages,Ischemic heart disease,Rate,1991,65.1050468725946,70.64149662450895,59.43615687235088
Deaths,South Asia,Male,Age-standardized,Ischemic heart disease,Rate,1991,156.22507899983694,172.23296865295555,138.6199947494369
Deaths,South Asia,Female,Age-standardized,Ischemic heart disease,Rate,1991,113.70858890334331,130.54565350028633,94.02753685481795
Deaths,South Asia,Both,Age-standardized,Ischemic heart disease,Rate,1991,135.93884753830042,148.13914029761034,123.38198247142064
Deaths,South Asia,Male,All ages,Diabetes mellitus type 2,Number,1991,62218.80606727213,69656.09575647781,52781.62288522424
Deaths,South Asia,Female,All ages,Diabetes mellitus type 2,Number,1991,53376.08778291394,59787.512407228285,45345.15332775164
Deaths,South Asia,Both,All ages,Diabetes mellitus type 2,Number,1991,115594.89385018616,125941.52565133828,102942.54109426541
Deaths,South Asia,Male,All ages,Diabetes mellitus type 2,Rate,1991,10.739761313546488,12.023532589957798,9.110782854239114
Deaths,South Asia,Female,All ages,Diabetes mellitus type 2,Rate,1991,9.974650336838664,11.172784584680704,8.473870373456696
Deaths,South Asia,Both,All ages,Diabetes mellitus type 2,Rate,1991,10.372383106892404,11.300791147532971,9.2370816621933
Deaths,South Asia,Male,Age-standardized,Diabetes mellitus type 2,Rate,1991,24.577648536017794,27.660846100181672,20.433399657934803
Deaths,South Asia,Female,Age-standardized,Diabetes mellitus type 2,Rate,1991,22.475466352716737,25.27459707624135,18.826357288586006
Deaths,South Asia,Both,Age-standardized,Diabetes mellitus type 2,Rate,1991,23.551467204944714,25.75177896181917,20.72322919585212
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Ischemic heart disease,Number,1991,607989.7520345607,617396.6199843719,592674.460320868
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Ischemic heart disease,Number,1991,713152.9546015181,732565.9194769352,669365.4555867334
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Ischemic heart disease,Number,1991,1321142.7066360787,1348506.903,1264169.196563505
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Ischemic heart disease,Rate,1991,301.3901206779726,306.05325366188856,293.7980887360494
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Ischemic heart disease,Rate,1991,323.5126264222913,332.31906719066654,303.64899307500804
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Ischemic heart disease,Rate,1991,312.94164775015423,319.42345824186776,299.4462213812509
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,Age-standardized,Ischemic heart disease,Rate,1991,410.3913188259393,418.59041947568136,395.81409495505983
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,Age-standardized,Ischemic heart disease,Rate,1991,250.5583295950577,258.2725390670108,233.5719037053937
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Ischemic heart disease,Rate,1991,310.6924719499909,318.64201584179375,294.4097479660889
Deaths,North Africa and Middle East,Male,All ages,Ischemic heart disease,Number,1992,232629.2563571944,251533.13627954788,212851.6912838865
Deaths,North Africa and Middle East,Female,All ages,Ischemic heart disease,Number,1992,168227.48113429022,190085.83555635874,150576.27668338883
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Number,1992,400856.73749148427,433997.9506370715,373870.41962866916
Deaths,North Africa and Middle East,Male,All ages,Ischemic heart disease,Rate,1992,127.5919836548491,137.96034220027084,116.74442819651297
Deaths,North Africa and Middle East,Female,All ages,Ischemic heart disease,Rate,1992,96.97295206393102,109.5729692625218,86.79810196484688
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Rate,1992,112.66301038319847,121.97753223481735,105.07835600365914
Deaths,North Africa and Middle East,Male,Age-standardized,Ischemic heart disease,Rate,1992,300.7607967950868,325.8948894281802,272.38139186507186
Deaths,North Africa and Middle East,Female,Age-standardized,Ischemic heart disease,Rate,1992,233.74777387991972,263.15502323057984,209.67165611341568
Deaths,North Africa and Middle East,Both,Age-standardized,Ischemic heart disease,Rate,1992,267.6849074675473,290.3741979162328,247.2127735220925
Deaths,"Southeast Asia, East Asia, and Oceania",Male,All ages,Diabetes mellitus type 2,Number,1992,64531.60729641088,72786.13357789218,57869.61701965741
Deaths,"Southeast Asia, East Asia, and Oceania",Female,All ages,Diabetes mellitus type 2,Number,1992,85742.34111649476,95842.46633636112,76681.40009248603
Deaths,"Southeast Asia, East Asia, and Oceania",Both,All ages,Diabetes mellitus type 2,Number,1992,150273.94841290533,163810.54416486537,138533.7762692724
Deaths,"Southeast Asia, East Asia, and Oceania",Male,All ages,Diabetes mellitus type 2,Rate,1992,7.277716119314874,8.208641312299902,6.52639322414589
Deaths,"Southeast Asia, East Asia, and Oceania",Female,All ages,Diabetes mellitus type 2,Rate,1992,10.085984897112356,11.274075974402987,9.020134430099672
Deaths,"Southeast Asia, East Asia, and Oceania",Both,All ages,Diabetes mellitus type 2,Rate,1992,8.652271102427239,9.431662989623206,7.976311275400077
Deaths,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Diabetes mellitus type 2,Rate,1992,13.579277665299278,15.1454069296594,12.242120021664263
Deaths,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Diabetes mellitus type 2,Rate,1992,15.338587600144185,17.088017583884028,13.569835286896456
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Diabetes mellitus type 2,Rate,1992,14.446873176866866,15.757757655890194,13.209446392120606
Deaths,South Asia,Male,All ages,Ischemic heart disease,Number,1990,432100.8683058454,481189.18690418167,386243.5413332509
Deaths,South Asia,Female,All ages,Ischemic heart disease,Number,1990,276120.10877474886,315645.1393455962,235349.02365782327
Deaths,South Asia,Both,All ages,Ischemic heart disease,Number,1990,708220.9770805943,771051.8312858539,643038.4749357614
Deaths,South Asia,Male,All ages,Ischemic heart disease,Rate,1990,76.03270256970671,84.67030966887243,67.96362250509267
Deaths,South Asia,Female,All ages,Ischemic heart disease,Rate,1990,52.58389960156541,60.1109871741034,44.81951526915078
Deaths,South Asia,Both,All ages,Ischemic heart disease,Rate,1990,64.77158126766304,70.51788632071086,58.8102021620803
Deaths,South Asia,Male,Age-standardized,Ischemic heart disease,Rate,1990,155.9727745121185,173.8434284187131,137.66374078379857
Deaths,South Asia,Female,Age-standardized,Ischemic heart disease,Rate,1990,114.8707573182299,131.7552891073469,96.64378850127665
Deaths,South Asia,Both,Age-standardized,Ischemic heart disease,Rate,1990,136.38796623330606,149.5541491015188,122.87488144947167
Deaths,High SDI,Male,All ages,Diabetes mellitus type 2,Number,1990,58143.40946434078,59620.96468854771,55832.36797704525
Deaths,High SDI,Female,All ages,Diabetes mellitus type 2,Number,1990,81830.61338954682,85921.19152856864,74121.55274547564
Deaths,High SDI,Both,All ages,Diabetes mellitus type 2,Number,1990,139974.02285388758,145186.71978503157,129946.41471490359
Deaths,High SDI,Male,All ages,Diabetes mellitus type 2,Rate,1990,13.415701075683971,13.756624310034919,12.882463653718261
Deaths,High SDI,Female,All ages,Diabetes mellitus type 2,Rate,1990,18.34210061687668,19.258992140712163,16.614136470719846
Deaths,High SDI,Both,All ages,Diabetes mellitus type 2,Rate,1990,15.914572418906204,16.50723840875988,14.77446732895777
Deaths,High SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1990,13.291006590789644,13.674926167991257,12.622030910544053
Deaths,High SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1990,11.928094964572981,12.494333456497865,10.858773692243107
Deaths,High SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1990,12.550615282180152,13.026674273363973,11.617108755087125
Deaths,Middle SDI,Male,All ages,Diabetes mellitus type 2,Number,1990,78587.23200069126,84136.27686293646,73406.66598237322
Deaths,Middle SDI,Female,All ages,Diabetes mellitus type 2,Number,1990,102638.83439714594,109951.16986295559,94896.04649914663
Deaths,Middle SDI,Both,All ages,Diabetes mellitus type 2,Number,1990,181226.06639783736,191537.15608921068,169480.04029318865
Deaths,Middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,1990,8.960269217467186,9.592953873736564,8.36959736096785
Deaths,Middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,1990,12.134493218631437,12.998995291783327,11.21910083529601
Deaths,Middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,1990,10.518622180884094,11.117092692839435,9.83686589064728
Deaths,Middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1990,18.819678425598706,20.27569334148134,17.532928078245547
Deaths,Middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1990,21.838118375813664,23.388911040397176,20.102012126769292
Deaths,Middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1990,20.44614643810229,21.621046160956332,18.971896823590438
Deaths,Global,Male,All ages,Ischemic heart disease,Number,1991,2854407.1544941464,2961989.7400744767,2727046.8016044726
Deaths,Global,Female,All ages,Ischemic heart disease,Number,1991,2592752.1662839022,2724065.9847011464,2405878.8786487626
Deaths,Global,Both,All ages,Ischemic heart disease,Number,1991,5447159.320778045,5648148.873025825,5173861.471176228
Deaths,Global,Male,All ages,Ischemic heart disease,Rate,1991,104.61182464532646,108.5546435805652,99.94416576481802
Deaths,Global,Female,All ages,Ischemic heart disease,Rate,1991,96.45857591952232,101.3438650296021,89.50629893868005
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,1991,100.56577705257531,104.27645803525668,95.52013601410478
Deaths,Global,Male,Age-standardized,Ischemic heart disease,Rate,1991,185.5981988504372,192.98538869519297,175.92492023079419
Deaths,Global,Female,Age-standardized,Ischemic heart disease,Rate,1991,132.29383341268613,139.45043099261443,121.18859072435748
Deaths,Global,Both,Age-standardized,Ischemic heart disease,Rate,1991,156.77099233659237,163.3451304061613,146.5842075806104
Deaths,Low-middle SDI,Male,All ages,Ischemic heart disease,Number,1990,425985.39992552734,465066.9584519992,383770.7917682006
Deaths,Low-middle SDI,Female,All ages,Ischemic heart disease,Number,1990,327144.444720011,361968.30765301484,290976.7641814271
Deaths,Low-middle SDI,Both,All ages,Ischemic heart disease,Number,1990,753129.8446455385,804552.23706369,698697.0890638267
Deaths,Low-middle SDI,Male,All ages,Ischemic heart disease,Rate,1990,72.04810804959726,78.6580818936636,64.90823271508526
Deaths,Low-middle SDI,Female,All ages,Ischemic heart disease,Rate,1990,57.377759914828886,63.485506138020654,51.034321950002116
Deaths,Low-middle SDI,Both,All ages,Ischemic heart disease,Rate,1990,64.84614802669121,69.27372992952161,60.15936718664408
Deaths,Low-middle SDI,Male,Age-standardized,Ischemic heart disease,Rate,1990,153.628027798746,167.66096161060028,137.57909287523339
Deaths,Low-middle SDI,Female,Age-standardized,Ischemic heart disease,Rate,1990,127.69020173197289,142.03639962954458,114.15296792833296
Deaths,Low-middle SDI,Both,Age-standardized,Ischemic heart disease,Rate,1990,140.9903931278404,151.2395692685318,129.75779225079125
Deaths,High-income,Male,All ages,Diabetes mellitus type 2,Number,1991,68276.88538301218,69983.71714736805,65213.56439841543
Deaths,High-income,Female,All ages,Diabetes mellitus type 2,Number,1991,97394.11666214914,102459.64782005445,87671.86135769745
Deaths,High-income,Both,All ages,Diabetes mellitus type 2,Number,1991,165671.00204516144,172187.76398660548,153033.71747760067
Deaths,High-income,Male,All ages,Diabetes mellitus type 2,Rate,1991,15.237397544815162,15.618312315454064,14.553754180185514
Deaths,High-income,Female,All ages,Diabetes mellitus type 2,Rate,1991,20.843207502823635,21.927276239773057,18.762558366602583
Deaths,High-income,Both,All ages,Diabetes mellitus type 2,Rate,1991,18.09904165953964,18.810977631480885,16.718457628368107
Deaths,High-income,Male,Age-standardized,Diabetes mellitus type 2,Rate,1991,14.05016368711919,14.435714945439562,13.304038094300013
Deaths,High-income,Female,Age-standardized,Diabetes mellitus type 2,Rate,1991,12.612599004822858,13.221817990142627,11.440389673800357
Deaths,High-income,Both,Age-standardized,Diabetes mellitus type 2,Rate,1991,13.289360652918843,13.81888705247497,12.25572737744647
Deaths,North Africa and Middle East,Male,All ages,Ischemic heart disease,Number,1991,227306.43134964703,246411.31726337963,207411.5897312311
Deaths,North Africa and Middle East,Female,All ages,Ischemic heart disease,Number,1991,165560.0849345463,187563.80558192992,148021.10589176588
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Number,1991,392866.5162841938,425708.6212441867,365350.0703055494
Deaths,North Africa and Middle East,Male,All ages,Ischemic heart disease,Rate,1991,127.7083751029035,138.44214062850838,116.53078597385097
Deaths,North Africa and Middle East,Female,All ages,Ischemic heart disease,Rate,1991,97.72128911142413,110.70891199021204,87.36896510508919
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Rate,1991,113.0846098675158,122.53804117990144,105.16414215276517
Deaths,North Africa and Middle East,Male,Age-standardized,Ischemic heart disease,Rate,1991,302.30779900352087,327.44304563533285,272.6460402258188
Deaths,North Africa and Middle East,Female,Age-standardized,Ischemic heart disease,Rate,1991,238.14282017269613,269.51753471519754,214.45060451421102
Deaths,North Africa and Middle East,Both,Age-standardized,Ischemic heart disease,Rate,1991,270.83736587864246,294.27903553311216,249.56861728019922
Deaths,Latin America and Caribbean,Male,All ages,Diabetes mellitus type 2,Number,1992,35414.44143391044,36298.406709363175,34248.87195046268
