measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,South Asia,Male,All ages,Diabetes mellitus type 2,Number,1995,73512.82441896373,81853.32518400309,64465.80638267763
Deaths,South Asia,Female,All ages,Diabetes mellitus type 2,Number,1995,65404.01173705289,72683.17470252355,55993.67456733842
Deaths,South Asia,Both,All ages,Diabetes mellitus type 2,Number,1995,138916.83615601665,150180.4364643761,125018.38170067359
Deaths,South Asia,Male,All ages,Diabetes mellitus type 2,Rate,1995,11.751091552406473,13.084328152381406,10.30491752684086
Deaths,South Asia,Female,All ages,Diabetes mellitus type 2,Rate,1995,11.312152093844894,12.571142122045831,9.68455827366543
Deaths,South Asia,Both,All ages,Diabetes mellitus type 2,Rate,1995,11.540265301842782,12.475968557180387,10.385676296374049
Deaths,South Asia,Male,Age-standardized,Diabetes mellitus type 2,Rate,1995,26.160027661317752,29.14889435090929,22.697629689044273
Deaths,South Asia,Female,Age-standardized,Diabetes mellitus type 2,Rate,1995,25.124109874781567,28.026143216906416,21.34757944249379
Deaths,South Asia,Both,Age-standardized,Diabetes mellitus type 2,Rate,1995,25.658906448688782,27.963207764037357,22.65967740500336
Deaths,North Africa and Middle East,Male,All ages,Ischemic heart disease,Number,1997,261222.29801603264,281563.83156423346,240804.39473452518
Deaths,North Africa and Middle East,Female,All ages,Ischemic heart disease,Number,1997,189146.82988993896,211870.80568402028,169875.55539607347
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Number,1997,450369.1279059709,485008.88285835256,419319.49951623264
Deaths,North Africa and Middle East,Male,All ages,Ischemic heart disease,Rate,1997,128.81370069965408,138.84449911981469,118.74524290644862
Deaths,North Africa and Middle East,Female,All ages,Ischemic heart disease,Rate,1997,98.0475754278366,109.82694668130668,88.05797242667994
Deaths,North Africa and Middle East,Both,All ages,Ischemic heart disease,Rate,1997,113.8146257808508,122.56858004360554,105.96794709698143
Deaths,North Africa and Middle East,Male,Age-standardized,Ischemic heart disease,Rate,1997,293.3744808432111,316.63349820646727,268.03581082714993
Deaths,North Africa and Middle East,Female,Age-standardized,Ischemic heart disease,Rate,1997,223.61261641283335,251.78333724993345,200.47052725081707
Deaths,North Africa and Middle East,Both,Age-standardized,Ischemic heart disease,Rate,1997,258.487690200636,278.7483188267893,238.8749450976957
Deaths,High SDI,Male,All ages,Ischemic heart disease,Number,1995,861680.4292113833,880802.1099157111,820800.5957351779
Deaths,High SDI,Female,All ages,Ischemic heart disease,Number,1995,824355.0852336414,876264.0462072216,717220.0197289413
Deaths,High SDI,Both,All ages,Ischemic heart disease,Number,1995,1686035.5144450248,1755445.1440922325,1538090.497180357
Deaths,High SDI,Male,All ages,Ischemic heart disease,Rate,1995,191.28055850794107,195.52529430643372,182.20582834817992
Deaths,High SDI,Female,All ages,Ischemic heart disease,Rate,1995,178.438834206638,189.6749806766733,155.24851666781655
Deaths,High SDI,Both,All ages,Ischemic heart disease,Rate,1995,184.77875841646835,192.38561193673925,168.5649264005594
Deaths,High SDI,Male,Age-standardized,Ischemic heart disease,Rate,1995,184.04590163657767,188.90550109423836,173.55343482210512
Deaths,High SDI,Female,Age-standardized,Ischemic heart disease,Rate,1995,102.94435896523201,109.11133913441132,90.30470401796153
Deaths,High SDI,Both,Age-standardized,Ischemic heart disease,Rate,1995,136.92098840406948,142.63538504868325,124.91423103554557
Deaths,Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Number,1995,100995.54300995986,113830.75956278665,89533.262581401
Deaths,Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Number,1995,82980.00479545689,96057.08349651168,71444.21174844897
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Number,1995,183975.5478054169,204785.57908878723,165951.97890657792
Deaths,Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Rate,1995,36.295972308156855,40.90871709556452,32.176635943162296
Deaths,Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Rate,1995,29.303636426364164,33.92168821750651,25.229875691202007
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,1995,32.769181435050726,36.47580277102902,29.55887655269834
Deaths,Sub-Saharan Africa,Male,Age-standardized,Ischemic heart disease,Rate,1995,104.33282719967684,116.35710945965106,92.41779800226796
Deaths,Sub-Saharan Africa,Female,Age-standardized,Ischemic heart disease,Rate,1995,84.56431356185651,97.47618234645071,73.08963641909469
Deaths,Sub-Saharan Africa,Both,Age-standardized,Ischemic heart disease,Rate,1995,94.45001062077455,104.29525710519314,85.17023137227677
Deaths,Low-middle SDI,Male,All ages,Diabetes mellitus type 2,Number,1994,78292.71750765103,85359.22257621716,70378.68793667822
Deaths,Low-middle SDI,Female,All ages,Diabetes mellitus type 2,Number,1994,76903.83196645071,83571.90965642182,69479.21539942174
Deaths,Low-middle SDI,Both,All ages,Diabetes mellitus type 2,Number,1994,155196.54947410172,165092.02499837862,143599.1235757896
Deaths,Low-middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,1994,12.29789236344864,13.407869401996296,11.054789723468593
Deaths,Low-middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,1994,12.52099696598104,13.606651326630796,11.312167716095306
Deaths,Low-middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,1994,12.407443743587374,13.198553831405397,11.480268430145603
Deaths,Low-middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1994,26.687186806687112,29.137048544010625,23.795793562389928
Deaths,Low-middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1994,26.081779484722997,28.450200351548137,23.465422684170363
Deaths,Low-middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1994,26.375718294779073,28.093952851080143,24.1942531894219
Deaths,"Southeast Asia, East Asia, and Oceania",Male,All ages,Diabetes mellitus type 2,Number,1991,62098.56434836785,70459.96344997504,55518.736099041234
Deaths,"Southeast Asia, East Asia, and Oceania",Female,All ages,Diabetes mellitus type 2,Number,1991,82419.06995436786,92453.82599951143,73798.23885750557
Deaths,"Southeast Asia, East Asia, and Oceania",Both,All ages,Diabetes mellitus type 2,Number,1991,144517.63430273577,158290.81388495222,132417.74745112815
Deaths,"Southeast Asia, East Asia, and Oceania",Male,All ages,Diabetes mellitus type 2,Rate,1991,7.09737908617322,8.053021454682407,6.345356299536771
Deaths,"Southeast Asia, East Asia, and Oceania",Female,All ages,Diabetes mellitus type 2,Rate,1991,9.81548961220348,11.010553373255819,8.788813648416674
Deaths,"Southeast Asia, East Asia, and Oceania",Both,All ages,Diabetes mellitus type 2,Rate,1991,8.428481053372671,9.231753150328188,7.722797850289693
Deaths,"Southeast Asia, East Asia, and Oceania",Male,Age-standardized,Diabetes mellitus type 2,Rate,1991,13.463535692054196,15.197989587057958,12.074602988373986
Deaths,"Southeast Asia, East Asia, and Oceania",Female,Age-standardized,Diabetes mellitus type 2,Rate,1991,15.171837859398325,17.06109195770783,13.597862696950486
Deaths,"Southeast Asia, East Asia, and Oceania",Both,Age-standardized,Diabetes mellitus type 2,Rate,1991,14.305090433630818,15.626394000048855,13.084334305931788
Deaths,Low SDI,Male,All ages,Ischemic heart disease,Number,1997,155481.494105448,172679.18231662607,138877.9599903559
Deaths,Low SDI,Female,All ages,Ischemic heart disease,Number,1997,116725.42783734923,135762.51062763252,99152.37498001783
Deaths,Low SDI,Both,All ages,Ischemic heart disease,Number,1997,272206.92194279714,299078.37713787076,245425.55685137844
Deaths,Low SDI,Male,All ages,Ischemic heart disease,Rate,1997,51.40559192815417,57.091524825685234,45.91609940561157
Deaths,Low SDI,Female,All ages,Ischemic heart disease,Rate,1997,39.23128636831153,45.62962870382695,33.32500286364019
Deaths,Low SDI,Both,All ages,Ischemic heart disease,Rate,1997,45.36844368081664,49.84708108260713,40.90482150260929
Deaths,Low SDI,Male,Age-standardized,Ischemic heart disease,Rate,1997,133.5429449009332,148.3676310545144,119.1070975527412
Deaths,Low SDI,Female,Age-standardized,Ischemic heart disease,Rate,1997,108.59296837165851,124.56301965824686,93.60139753519961
Deaths,Low SDI,Both,Age-standardized,Ischemic heart disease,Rate,1997,121.31705508878021,132.31226889650884,108.75987781189254
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Diabetes mellitus type 2,Number,1995,15328.54110343451,15704.437904022714,14911.97291215087
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Diabetes mellitus type 2,Number,1995,26081.810636209717,26779.197479906583,25234.067088759064
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diabetes mellitus type 2,Number,1995,41410.35173964421,42367.15238564987,40210.19133112773
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Diabetes mellitus type 2,Rate,1995,7.607384897518486,7.793938309517978,7.400646725518036
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Diabetes mellitus type 2,Rate,1995,11.829517036600762,12.145819829519592,11.445019316058557
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Diabetes mellitus type 2,Rate,1995,9.81343043773125,10.040173176875006,9.529016271023757
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,Age-standardized,Diabetes mellitus type 2,Rate,1995,8.263885929336988,8.484871853278577,8.028294413572517
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,Age-standardized,Diabetes mellitus type 2,Rate,1995,8.293610400569595,8.51707178600474,8.018185204575456
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Diabetes mellitus type 2,Rate,1995,8.315731592614835,8.509429160510711,8.051970290619463
Deaths,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1997,18655.43938608791,21653.961444746765,16933.850165181386
Deaths,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1997,22107.11580736951,24062.978050642963,20128.291576483312
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1997,40762.55519345745,44683.268354330874,37610.90047794237
Deaths,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1997,9.199353208938463,10.677981664238574,8.350404706785733
Deaths,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1997,11.459611064463726,12.473466548773974,10.433852831300943
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1997,10.301272173751764,11.292091645045614,9.504804610123177
Deaths,North Africa and Middle East,Male,Age-standardized,Diabetes mellitus type 2,Rate,1997,20.66769489325726,23.84142384558881,18.594486660328595
Deaths,North Africa and Middle East,Female,Age-standardized,Diabetes mellitus type 2,Rate,1997,24.564563497621794,26.846210222345157,22.148031103507982
Deaths,North Africa and Middle East,Both,Age-standardized,Diabetes mellitus type 2,Rate,1997,22.633627716945856,24.763622593570197,20.790484821972807
Deaths,Global,Male,All ages,Diabetes mellitus type 2,Number,1995,343927.74162176496,362072.7428176711,326149.2001183269
Deaths,Global,Female,All ages,Diabetes mellitus type 2,Number,1995,407422.36872952734,427160.48214693303,380986.77783097175
Deaths,Global,Both,All ages,Diabetes mellitus type 2,Number,1995,751350.1103512922,782020.9969935226,710315.8095398665
Deaths,Global,Male,All ages,Diabetes mellitus type 2,Rate,1995,11.91951114215905,12.548362839056892,11.303359846708682
Deaths,Global,Female,All ages,Diabetes mellitus type 2,Rate,1995,14.352715757488815,15.048051981546699,13.4214401301064
Deaths,Global,Both,All ages,Diabetes mellitus type 2,Rate,1995,13.126171779555397,13.66199565334036,12.409297882973565
Deaths,Global,Male,Age-standardized,Diabetes mellitus type 2,Rate,1995,18.965999183257487,20.01875770485523,17.881376930081913
Deaths,Global,Female,Age-standardized,Diabetes mellitus type 2,Rate,1995,17.77389891384205,18.658407615674967,16.563090699246445
Deaths,Global,Both,Age-standardized,Diabetes mellitus type 2,Rate,1995,18.259805648843095,19.034445977710643,17.12072130888859
Deaths,High-middle SDI,Male,All ages,Ischemic heart disease,Number,1997,946394.3426398349,969603.6502694847,917943.6976338396
Deaths,High-middle SDI,Female,All ages,Ischemic heart disease,Number,1997,987355.9427166944,1025240.1997696301,919100.6578227454
Deaths,High-middle SDI,Both,All ages,Ischemic heart disease,Number,1997,1933750.2853565288,1987250.1399681503,1836683.4649600263
Deaths,High-middle SDI,Male,All ages,Ischemic heart disease,Rate,1997,168.2281221703592,172.35373668800216,163.17082378188428
Deaths,High-middle SDI,Female,All ages,Ischemic heart disease,Rate,1997,174.02276569172167,180.69991514036764,161.99268318911453
Deaths,High-middle SDI,Both,All ages,Ischemic heart disease,Rate,1997,171.13776626888878,175.87252736150583,162.54730919318726
Deaths,High-middle SDI,Male,Age-standardized,Ischemic heart disease,Rate,1997,228.02447203052606,234.26039976466564,218.27402960198356
Deaths,High-middle SDI,Female,Age-standardized,Ischemic heart disease,Rate,1997,165.7113274086939,172.5679493032695,153.09144468201183
Deaths,High-middle SDI,Both,Age-standardized,Ischemic heart disease,Rate,1997,194.34159453630028,200.53981486111184,182.13288415325235
Deaths,High SDI,Male,All ages,Diabetes mellitus type 2,Number,1995,68686.41462862525,70619.78354071065,65646.00957581254
Deaths,High SDI,Female,All ages,Diabetes mellitus type 2,Number,1995,89470.30817516481,94376.925777494,80011.94034965317
Deaths,High SDI,Both,All ages,Diabetes mellitus type 2,Number,1995,158156.72280379003,164505.33461643898,145817.7384735457
Deaths,High SDI,Male,All ages,Diabetes mellitus type 2,Rate,1995,15.247387902375566,15.676567761600225,14.57246207503069
Deaths,High SDI,Female,All ages,Diabetes mellitus type 2,Rate,1995,19.366627043199717,20.428707135311054,17.31928099231253
Deaths,High SDI,Both,All ages,Diabetes mellitus type 2,Rate,1995,17.332969931253924,18.028737368154886,15.980695803497323
Deaths,High SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1995,14.135608382451169,14.561469729579157,13.41543938980844
Deaths,High SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1995,11.821260839115256,12.410431073464558,10.671066735810214
Deaths,High SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1995,12.822160511571571,13.333880917160027,11.8333876149148
Deaths,High-middle SDI,Male,All ages,Diabetes mellitus type 2,Number,1997,54563.65266768519,56955.13986221899,51973.107668244906
Deaths,High-middle SDI,Female,All ages,Diabetes mellitus type 2,Number,1997,76345.43083152293,80543.58770736615,70781.57007533291
Deaths,High-middle SDI,Both,All ages,Diabetes mellitus type 2,Number,1997,130909.08349920806,136036.91442000118,123654.33775719107
Deaths,High-middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,1997,9.699065615118165,10.124168959257648,9.238578373
Deaths,High-middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,1997,13.455981218558202,14.195911813731193,12.475343542897157
Deaths,High-middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,1997,11.585512516281987,12.039327849230865,10.94346426913273
Deaths,High-middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1997,12.799671989776687,13.358160654872826,12.0202105422731
Deaths,High-middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1997,12.18359564777326,12.880639096732938,11.20595809205008
Deaths,High-middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1997,12.383208917011789,12.91779568824996,11.536217542126264
Deaths,Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Number,1997,110993.29231815455,123961.61443967106,97986.14976477799
Deaths,Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Number,1997,90097.01246936426,105728.02849057426,76577.77833159307
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Number,1997,201090.3047875186,222723.9062352782,180243.38882704373
Deaths,Sub-Saharan Africa,Male,All ages,Ischemic heart disease,Rate,1997,37.634700528319115,42.03189345056408,33.224344690578
Deaths,Sub-Saharan Africa,Female,All ages,Ischemic heart disease,Rate,1997,30.065025007707632,35.28103466988543,25.553708802019315
Deaths,Sub-Saharan Africa,Both,All ages,Ischemic heart disease,Rate,1997,33.81962026603372,37.457986554866146,30.31355973145871
Deaths,Sub-Saharan Africa,Male,Age-standardized,Ischemic heart disease,Rate,1997,109.9689975490988,122.94085808007662,97.6460304004318
Deaths,Sub-Saharan Africa,Female,Age-standardized,Ischemic heart disease,Rate,1997,87.80108012487872,101.48613999087023,75.20317401011238
Deaths,Sub-Saharan Africa,Both,Age-standardized,Ischemic heart disease,Rate,1997,98.84088372701008,108.81584128425683,89.40029627824288
Deaths,Low-middle SDI,Male,All ages,Diabetes mellitus type 2,Number,1992,72531.05632576528,79823.89172070658,64740.195548455806
Deaths,Low-middle SDI,Female,All ages,Diabetes mellitus type 2,Number,1992,71175.49423917288,77764.49826813054,64366.71433581579
Deaths,Low-middle SDI,Both,All ages,Diabetes mellitus type 2,Number,1992,143706.55056493825,153673.78107083705,132648.40787264824
Deaths,Low-middle SDI,Male,All ages,Diabetes mellitus type 2,Rate,1992,11.81557786321424,13.003607775056615,10.546417770986793
Deaths,Low-middle SDI,Female,All ages,Diabetes mellitus type 2,Rate,1992,12.023691961932643,13.1367738678187,10.87348326904371
Deaths,Low-middle SDI,Both,All ages,Diabetes mellitus type 2,Rate,1992,11.917745107698355,12.744338691164119,11.000680955415904
Deaths,Low-middle SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1992,26.010606114928287,28.767440515609337,22.864790719445082
Deaths,Low-middle SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1992,25.51755445972632,27.983517110764453,22.973012193112453
Deaths,Low-middle SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1992,25.75479324934342,27.5476369309201,23.571071220240285
Deaths,Global,Male,All ages,Ischemic heart disease,Number,2003,3604281.7166383225,3705637.0050055548,3474236.769716961
Deaths,Global,Female,All ages,Ischemic heart disease,Number,2003,3127874.9981094436,3282319.0398737052,2870922.633072291
Deaths,Global,Both,All ages,Ischemic heart disease,Number,2003,6732156.71474777,6946606.43106985,6357694.05801175
Deaths,Global,Male,All ages,Ischemic heart disease,Rate,2003,113.00601078841376,116.1838303128468,108.92867670907862
Deaths,Global,Female,All ages,Ischemic heart disease,Rate,2003,99.40304758188365,104.31123874729472,91.23716877166777
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,2003,106.25047388090309,109.63503323510406,100.34050529063765
Deaths,Global,Male,Age-standardized,Ischemic heart disease,Rate,2003,168.5573754067706,173.68437172645912,160.90460610745353
Deaths,Global,Female,Age-standardized,Ischemic heart disease,Rate,2003,115.66039951252472,121.62289885975002,105.51861257312572
Deaths,Global,Both,Age-standardized,Ischemic heart disease,Rate,2003,140.11889035593933,145.12894938229906,131.11645970174953
Deaths,Global,Male,All ages,Ischemic heart disease,Number,2001,3417593.5763611207,3516856.117765018,3272923.662698512
Deaths,Global,Female,All ages,Ischemic heart disease,Number,2001,2993334.963912872,3141428.6049258607,2756366.5444768076
Deaths,Global,Both,All ages,Ischemic heart disease,Number,2001,6410928.540273995,6619307.0820779195,6063643.600013937
Deaths,Global,Male,All ages,Ischemic heart disease,Rate,2001,109.87342103119246,113.06464747769961,105.22237696195509
Deaths,Global,Female,All ages,Ischemic heart disease,Rate,2001,97.63887807949654,102.46950917609597,89.90926181771874
Deaths,Global,Both,All ages,Ischemic heart disease,Rate,2001,103.80048462826284,107.17437867332949,98.17753237156049
Deaths,Global,Male,Age-standardized,Ischemic heart disease,Rate,2001,168.6235394460656,174.06412588066425,160.6908528537692
Deaths,Global,Female,Age-standardized,Ischemic heart disease,Rate,2001,116.93478839061258,122.93825379122079,106.76419034873028
Deaths,Global,Both,Age-standardized,Ischemic heart disease,Rate,2001,140.96336571050242,146.1003401694531,131.58252553120954
Deaths,South Asia,Male,All ages,Diabetes mellitus type 2,Number,1994,70167.99734376663,78198.13776018732,61170.711486335924
Deaths,South Asia,Female,All ages,Diabetes mellitus type 2,Number,1994,61257.29524782105,67718.00530358565,52301.95006111526
Deaths,South Asia,Both,All ages,Diabetes mellitus type 2,Number,1994,131425.2925915878,142763.79536697015,118738.46998782044
Deaths,South Asia,Male,All ages,Diabetes mellitus type 2,Rate,1994,11.43350687633582,12.741976109386323,9.967446369929881
Deaths,South Asia,Female,All ages,Diabetes mellitus type 2,Rate,1994,10.804588606866169,11.94413148054965,9.225040894493457
Deaths,South Asia,Both,All ages,Diabetes mellitus type 2,Rate,1994,11.131498849702469,12.091850758476506,10.056946543708557
Deaths,South Asia,Male,Age-standardized,Diabetes mellitus type 2,Rate,1994,25.55941693386642,28.77299189577461,21.688517086453487
Deaths,South Asia,Female,Age-standardized,Diabetes mellitus type 2,Rate,1994,23.797699779216874,26.460592615469032,20.093359271181974
Deaths,South Asia,Both,Age-standardized,Diabetes mellitus type 2,Rate,1994,24.702177506819076,26.897489798382203,22.006464250853362
Deaths,Latin America and Caribbean,Male,All ages,Ischemic heart disease,Number,1995,156419.5053164198,159819.35183290677,150751.44258298373
Deaths,Latin America and Caribbean,Female,All ages,Ischemic heart disease,Number,1995,126403.17163653845,131045.49257192832,117499.09860540593
Deaths,Latin America and Caribbean,Both,All ages,Ischemic heart disease,Number,1995,282822.67695295834,290312.1847502835,268507.7810369805
Deaths,Latin America and Caribbean,Male,All ages,Ischemic heart disease,Rate,1995,74.05222492015962,75.66178249051252,71.36884693894864
Deaths,Latin America and Caribbean,Female,All ages,Ischemic heart disease,Rate,1995,58.289143846159305,60.42988849108841,54.183148822389136
Deaths,Latin America and Caribbean,Both,All ages,Ischemic heart disease,Rate,1995,66.06708844065827,67.81662981178812,62.72314337695669
Deaths,Latin America and Caribbean,Male,Age-standardized,Ischemic heart disease,Rate,1995,141.6933382020919,145.2913411142423,135.52978907355035
Deaths,Latin America and Caribbean,Female,Age-standardized,Ischemic heart disease,Rate,1995,104.53877971994298,108.6571997732407,96.17250324537771
Deaths,Latin America and Caribbean,Both,Age-standardized,Ischemic heart disease,Rate,1995,122.25270397942563,126.02508429247474,115.03800841037274
Deaths,Sub-Saharan Africa,Male,All ages,Diabetes mellitus type 2,Number,1995,47953.12887383182,53911.106407043626,43075.36186932666
Deaths,Sub-Saharan Africa,Female,All ages,Diabetes mellitus type 2,Number,1995,39976.66490765419,44572.11596063479,35915.278802407876
Deaths,Sub-Saharan Africa,Both,All ages,Diabetes mellitus type 2,Number,1995,87929.79378148602,96911.47452328182,80315.0142491411
Deaths,Sub-Saharan Africa,Male,All ages,Diabetes mellitus type 2,Rate,1995,17.233487595808406,19.374677009847698,15.480506317182066
Deaths,Sub-Saharan Africa,Female,All ages,Diabetes mellitus type 2,Rate,1995,14.117396797940726,15.740238676579285,12.68315511395204
Deaths,Sub-Saharan Africa,Both,All ages,Diabetes mellitus type 2,Rate,1995,15.661795278466215,17.261585736113883,14.305473228824926
Deaths,Sub-Saharan Africa,Male,Age-standardized,Diabetes mellitus type 2,Rate,1995,47.94466821223335,53.9082538840436,42.81504403593341
Deaths,Sub-Saharan Africa,Female,Age-standardized,Diabetes mellitus type 2,Rate,1995,37.580128042273664,42.09232009881529,33.73007858317153
Deaths,Sub-Saharan Africa,Both,Age-standardized,Diabetes mellitus type 2,Rate,1995,42.4634450016884,46.64112595831813,38.920463291813185
Deaths,Latin America and Caribbean,Male,All ages,Diabetes mellitus type 2,Number,1997,41959.72388368119,43152.337141814445,40518.650060950524
Deaths,Latin America and Caribbean,Female,All ages,Diabetes mellitus type 2,Number,1997,57596.32581785706,59597.77515804435,54516.7599644844
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus type 2,Number,1997,99556.04970153807,102501.15393272141,95077.0929824516
Deaths,Latin America and Caribbean,Male,All ages,Diabetes mellitus type 2,Rate,1997,19.193683997544454,19.73922243033656,18.534491967413345
Deaths,Latin America and Caribbean,Female,All ages,Diabetes mellitus type 2,Rate,1997,25.63631935756023,26.527171225876994,24.26559418405928
Deaths,Latin America and Caribbean,Both,All ages,Diabetes mellitus type 2,Rate,1997,22.459001770342407,23.123392345704563,21.44858706239827
Deaths,Latin America and Caribbean,Male,Age-standardized,Diabetes mellitus type 2,Rate,1997,33.75785616325277,34.807305219276884,32.37848899987842
Deaths,Latin America and Caribbean,Female,Age-standardized,Diabetes mellitus type 2,Rate,1997,41.39112850519319,42.93238649426022,38.960133632608475
Deaths,Latin America and Caribbean,Both,Age-standardized,Diabetes mellitus type 2,Rate,1997,37.95414430906091,39.16749657622023,35.99335489545052
Deaths,Low SDI,Male,All ages,Diabetes mellitus type 2,Number,1992,39724.922765187046,45322.21233307824,34817.49890242908
Deaths,Low SDI,Female,All ages,Diabetes mellitus type 2,Number,1992,31892.499601351185,35931.312774585895,28499.475531270164
Deaths,Low SDI,Both,All ages,Diabetes mellitus type 2,Number,1992,71617.42236653826,79453.39016739723,64923.123342402214
Deaths,Low SDI,Male,All ages,Diabetes mellitus type 2,Rate,1992,14.984203707652554,17.095496096860195,13.133128017108945
Deaths,Low SDI,Female,All ages,Diabetes mellitus type 2,Rate,1992,12.207609348215717,13.753560718148082,10.908849048007461
Deaths,Low SDI,Both,All ages,Diabetes mellitus type 2,Rate,1992,13.606090076079386,15.094790453846127,12.334287314840086
Deaths,Low SDI,Male,Age-standardized,Diabetes mellitus type 2,Rate,1992,38.19597327880739,43.567135026629266,33.28043985767894
Deaths,Low SDI,Female,Age-standardized,Diabetes mellitus type 2,Rate,1992,31.437326735372668,35.61454531897131,27.848980877847733
Deaths,Low SDI,Both,Age-standardized,Diabetes mellitus type 2,Rate,1992,34.792073330731824,38.85719247425545,31.532459476425522
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Ischemic heart disease,Number,1994,771124.852607942,782129.1906826625,756362.3354437533
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Ischemic heart disease,Number,1994,853448.9898740685,874398.6743597558,807125.3250135743
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Ischemic heart disease,Number,1994,1624573.8424820092,1652622.1473727284,1563341.5385088706
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All ages,Ischemic heart disease,Rate,1994,381.7428001891956,387.19046124779754,374.4346650395642
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All ages,Ischemic heart disease,Rate,1994,386.4834248121168,395.9704661055354,365.50580475801814
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All ages,Ischemic heart disease,Rate,1994,384.2186325165663,390.85217607593773,369.7369318494828
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,Age-standardized,Ischemic heart disease,Rate,1994,487.5710646465659,495.1610291854095,473.58368314254625
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,Age-standardized,Ischemic heart disease,Rate,1994,291.4463263819313,299.27108033209436,274.42626308821093
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,Age-standardized,Ischemic heart disease,Rate,1994,368.0752990989509,375.6067558213817,351.83242883911265
Deaths,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Number,1995,17657.24656506904,20637.702884603044,15888.63650731314
Deaths,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Number,1995,20699.057989597342,22858.142959787,18815.973696263267
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Number,1995,38356.3045546664,42254.30907152411,35211.77308194084
Deaths,North Africa and Middle East,Male,All ages,Diabetes mellitus type 2,Rate,1995,9.07003381599498,10.60101088570119,8.161548284457517
Deaths,North Africa and Middle East,Female,All ages,Diabetes mellitus type 2,Rate,1995,11.175406854525683,12.341095311821016,10.15873096860122
Deaths,North Africa and Middle East,Both,All ages,Diabetes mellitus type 2,Rate,1995,10.096515101968146,11.122585312040194,9.268781307703934
Deaths,North Africa and Middle East,Male,Age-standardized,Diabetes mellitus type 2,Rate,1995,20.804243769591523,24.16986433033818,18.58591015624904
Deaths,North Africa and Middle East,Female,Age-standardized,Diabetes mellitus type 2,Rate,1995,24.536544230322427,27.0951004055262,22.104207443318348
